RE_FOUR;FO_DESI;RE_ARTI;RE_DESI;RE_CODE;RE_QMOU;AR_UNIT;LA_DECH;RE_DMOU;XECART;NC;Alertes;Gravité;Réaction;Incident
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;121107;160000;U;04/01/2016;04/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);121108;45000;U;04/01/2016;04/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121109;160000;U;04/01/2016;04/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121112;100000;U;05/01/2016;04/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121111;4500;U;08/01/2016;04/01/2016;-4;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121111;4500;U;08/01/2016;04/01/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121110;9000;U;04/01/2016;04/01/2016;0;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121118;47189;U;05/01/2016;05/01/2016;0;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121117;1000;U;05/01/2016;05/01/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121115;38100;U;08/01/2016;05/01/2016;-3;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121116;38100;U;08/01/2016;05/01/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121114;4500;U;08/01/2016;05/01/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121114;4500;U;08/01/2016;05/01/2016;-3;;;;;0
2003;TRAFILTECNO;A21400523CLAIR;FR10 Ï 5.23 FIL CLAIR;121119;11413;KG;07/01/2016;05/01/2016;-2;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121125;20000;U;26/01/2016;06/01/2016;-20;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121125;5000;U;26/01/2016;06/01/2016;-20;;;;;0
123;PRECI-DECTA Groupe H;C837388-0005;SPACER GTC 14;121126;1195;U;01/12/2015;06/01/2016;36;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121122;38100;U;15/01/2016;06/01/2016;-9;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121123;38100;U;15/01/2016;06/01/2016;-9;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121124;38100;U;15/01/2016;06/01/2016;-9;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121121;96758;U;06/01/2016;06/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121120;4500;U;08/01/2016;06/01/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121120;4500;U;08/01/2016;06/01/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121120;4500;U;08/01/2016;06/01/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121120;4500;U;08/01/2016;06/01/2016;-2;;;;;0
228;LÜLING;A20801070;42CRMO4 Ï 10.70;121128;2118;KG;06/01/2016;06/01/2016;0;;;;;0
228;LÜLING;A20801250;42CRMO4 Ï 12.50;121127;9871;KG;06/01/2016;06/01/2016;0;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121139;51316;U;07/01/2016;07/01/2016;0;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121140;68481;U;07/01/2016;07/01/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121136;25400;U;15/01/2016;07/01/2016;-8;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121134;100000;U;07/01/2016;07/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121135;96758;U;07/01/2016;07/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121133;2000;U;08/01/2016;07/01/2016;-1;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121133;2000;U;08/01/2016;07/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121132;4500;U;08/01/2016;07/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121132;4500;U;08/01/2016;07/01/2016;-1;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121143;46210;U;19/01/2016;08/01/2016;-11;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121141;1000;U;08/01/2016;08/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121146;87282;U;08/01/2016;08/01/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121142;1000;U;08/01/2016;08/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121145;2000;U;08/01/2016;08/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121144;4500;U;08/01/2016;08/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121144;4500;U;08/01/2016;08/01/2016;0;;;;;0
2003;TRAFILTECNO;A21400523CLAIR;FR10 Ï 5.23 FIL CLAIR;121147;8545;KG;07/01/2016;08/01/2016;1;;;;;0
2003;TRAFILTECNO;A21400650;FR10 Ï 6.50;121149;2742;KG;06/01/2016;08/01/2016;2;;;;;0
2003;TRAFILTECNO;A21400784;FR10 Ï 7.84;121148;1425;KG;06/01/2016;08/01/2016;2;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121161;60000;U;20/01/2016;11/01/2016;-9;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121160;17735;U;27/01/2016;11/01/2016;-16;;;;;0
123;PRECI-DECTA Groupe H;C810504-0015;SPACER;121158;5000;U;26/01/2016;11/01/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;C810504-0015;SPACER;121158;1500;U;26/04/2016;11/01/2016;;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121159;20000;U;27/01/2016;11/01/2016;-16;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121157;1000;U;11/01/2016;11/01/2016;0;;;;;0
158;METAL-X Traitements;C8912019624A;VIS ETAGEE;121156;30922;U;11/01/2016;11/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121151;100000;U;11/01/2016;11/01/2016;0;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121150;63816;U;13/01/2016;11/01/2016;-2;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121153;2000;U;15/01/2016;11/01/2016;-4;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121152;2000;U;11/01/2016;11/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121152;2000;U;11/01/2016;11/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121152;2000;U;11/01/2016;11/01/2016;0;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121154;5940;KG;06/01/2016;11/01/2016;5;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;121155;3935;KG;06/01/2016;11/01/2016;5;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121175;60000;U;20/01/2016;12/01/2016;-8;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121173;10000;U;27/01/2016;12/01/2016;-15;1;;95;50;1
123;PRECI-DECTA Groupe H;C806433-0012A;SPACER PIN;121172;5000;U;27/01/2016;12/01/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;C806433-0012A;SPACER PIN;121172;1670;U;25/02/2016;12/01/2016;-44;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121174;20000;U;26/01/2016;12/01/2016;-14;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121176;8560;U;27/01/2016;12/01/2016;-15;;;;;0
123;PRECI-DECTA Groupe H;E843485-0002;SPACER;121177;1000;U;15/12/2015;12/01/2016;28;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121178;1919;KG;06/01/2016;12/01/2016;6;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121179;2884;KG;06/01/2016;12/01/2016;6;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121171;35426;U;19/01/2016;12/01/2016;-7;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121167;250000;U;12/01/2016;12/01/2016;0;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121166;115969;U;15/01/2016;12/01/2016;-3;;;;;0
1934;SEBIR;A20310880;20MNB4 Ï8.80;121180;4934;KG;03/12/2015;12/01/2016;40;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121168;2000;U;15/01/2016;12/01/2016;-3;;;;;0
2000;TTM;C12001210004A;WELLE B2 Ï21.2x20.5 Ï16x62/133;121168;2000;U;15/01/2016;12/01/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121170;4500;U;15/01/2016;12/01/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121169;9000;U;15/01/2016;12/01/2016;-3;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121185;87261;U;15/01/2016;13/01/2016;-2;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121182;250000;U;13/01/2016;13/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121181;100000;U;13/01/2016;13/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121183;4500;U;15/01/2016;13/01/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121184;9000;U;15/01/2016;13/01/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121184;9000;U;15/01/2016;13/01/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121184;9000;U;15/01/2016;13/01/2016;-2;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121184;9000;U;15/01/2016;13/01/2016;-2;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121192;34928;U;15/01/2016;14/01/2016;-1;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121186;30000;U;14/01/2016;14/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C801986-0001A;PAD;121187;160000;U;14/01/2016;14/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121188;120000;U;14/01/2016;14/01/2016;0;;1;75;75;1
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121191;250000;U;15/01/2016;14/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121189;4500;U;15/01/2016;14/01/2016;-1;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121190;9000;U;15/01/2016;14/01/2016;-1;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121190;9000;U;15/01/2016;14/01/2016;-1;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121190;9000;U;15/01/2016;14/01/2016;-1;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121193;22738;U;19/01/2016;15/01/2016;-4;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121195;52400;U;20/01/2016;15/01/2016;-5;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121196;247667;U;18/01/2016;15/01/2016;-3;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121197;247667;U;15/01/2016;15/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121194;2000;U;22/01/2016;15/01/2016;-7;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121194;2000;U;22/01/2016;15/01/2016;-7;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121202;5089;KG;06/01/2016;18/01/2016;12;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121201;63816;U;18/01/2016;18/01/2016;0;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121200;248333;U;19/01/2016;18/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121198;4500;U;18/01/2016;18/01/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121199;9000;U;18/01/2016;18/01/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121199;9000;U;18/01/2016;18/01/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C432032-0039;DOWEL PIN;121208;9635;U;27/01/2016;19/01/2016;-8;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121213;80000;U;20/01/2016;19/01/2016;-1;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121210;28745;U;27/01/2016;19/01/2016;-8;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121211;28510;U;26/01/2016;19/01/2016;-7;;;;;0
123;PRECI-DECTA Groupe H;C810504-0017;SPACER;121212;23300;U;27/01/2016;19/01/2016;-8;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121209;3850;U;18/12/2015;19/01/2016;32;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121203;15626;U;19/01/2016;19/01/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121204;6786;U;05/02/2016;19/01/2016;-17;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121206;150000;U;20/01/2016;19/01/2016;-1;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121205;118421;U;22/01/2016;19/01/2016;-3;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121207;4500;U;19/01/2016;19/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121207;4500;U;19/01/2016;19/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121207;4500;U;19/01/2016;19/01/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121216;52400;U;20/01/2016;20/01/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121217;39300;U;20/01/2016;20/01/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121219;4500;U;22/01/2016;20/01/2016;-2;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121218;4500;U;20/01/2016;20/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121218;4500;U;20/01/2016;20/01/2016;0;;;;;0
228;LÜLING;A20801250;42CRMO4 Ï 12.50;121214;10449;KG;13/01/2016;20/01/2016;7;;;;;0
228;LÜLING;A20801700;42CRMO4 Ï 17.00;121215;4849;KG;06/01/2016;20/01/2016;14;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121228;33134;U;25/01/2016;21/01/2016;-4;;;;;0
158;METAL-X Traitements;C4256P018A;JAMBE STATOR;121227;1000;U;21/01/2016;21/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;121221;128000;U;21/01/2016;21/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C801986-0001A;PAD;121222;160000;U;21/01/2016;21/01/2016;0;;;;;0
175;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121223;120000;U;21/01/2016;21/01/2016;0;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121224;1000;U;21/01/2016;21/01/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121225;1000;U;22/01/2016;21/01/2016;-1;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121226;4500;U;21/01/2016;21/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121226;4500;U;21/01/2016;21/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121226;4500;U;21/01/2016;21/01/2016;0;;;;;0
2014;TREMPELEC;C61393K01A;VIS REGLAGE TALON;121220;1635;U;21/01/2016;21/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121229;98005;U;25/01/2016;22/01/2016;-3;;;;;0
1914;STTS;C12675A;AXE DE PINCE REF: 836-24;121230;29326;U;22/01/2016;22/01/2016;0;;;;;0
1914;STTS;C5012923A;BOLT-SHOULDER;121231;1322;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;B5760127-BILLEA;BILLE Ï 5.61;121234;;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121233;2000;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121233;2000;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121233;2000;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121233;2000;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121232;4500;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121232;4500;U;22/01/2016;22/01/2016;0;;;;;0
2000;TTM;C762142-1/-2A;EBAUCHE SHAFT;121232;4500;U;22/01/2016;22/01/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121235;26490;U;26/01/2016;25/01/2016;-1;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121235;14750;U;26/02/2016;25/01/2016;-32;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121241;82835;U;25/01/2016;25/01/2016;0;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121236;17716;U;05/02/2016;25/01/2016;-11;;;;;0
168;FAGERSTA STAINLESS;A10100450;X2CRNIMO17-12-2 Ï 4.50;121240;2978;KG;06/01/2016;25/01/2016;19;;;;;0
2000;TTM;C53311210001A;WELLE D20X151;121237;2000;U;25/01/2016;25/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121239;4500;U;29/01/2016;25/01/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121238;9000;U;29/01/2016;25/01/2016;-4;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121238;9000;U;29/01/2016;25/01/2016;-4;;;;;0
228;LÜLING;A20801070;42CRMO4 Ï 10.70;121243;10453;KG;03/03/2016;25/01/2016;-38;;;;;0
228;LÜLING;A20801700;42CRMO4 Ï 17.00;121242;9786;KG;06/01/2016;25/01/2016;19;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121248;29737;U;05/02/2016;26/01/2016;-10;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121244;100000;U;26/01/2016;26/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121245;100000;U;26/01/2016;26/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121246;4500;U;29/01/2016;26/01/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121247;9000;U;29/01/2016;26/01/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121247;9000;U;29/01/2016;26/01/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121247;9000;U;29/01/2016;26/01/2016;-3;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121247;9000;U;29/01/2016;26/01/2016;-3;;;;;0
123;PRECI-DECTA Groupe H;C432032-0039;DOWEL PIN;121249;5090;U;27/01/2016;27/01/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C434563-1;PIN;121252;2100;U;16/12/2015;27/01/2016;42;;;;;0
123;PRECI-DECTA Groupe H;C805457-0005;SPACER;121253;40000;U;24/02/2016;27/01/2016;-28;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121250;13520;U;27/01/2016;27/01/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C805457-0006;SPACER;121250;6990;U;29/02/2016;27/01/2016;-33;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121254;3966;KG;06/01/2016;27/01/2016;21;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;121255;994;KG;06/01/2016;27/01/2016;21;;;;;0
158;METAL-X Traitements;B5760127-BILLEA;BILLE Ï 5.61;121262;336000;U;29/01/2016;27/01/2016;-2;;;;;0
158;METAL-X Traitements;C12675A;AXE DE PINCE REF: 836-24;121261;29326;U;28/01/2016;27/01/2016;-1;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121259;52400;U;27/01/2016;27/01/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121260;52400;U;27/01/2016;27/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121256;100000;U;27/01/2016;27/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121257;99002;U;27/01/2016;27/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121258;100000;U;27/01/2016;27/01/2016;0;;;;;0
123;PRECI-DECTA Groupe H;C810504-0004;SPACER;121267;30000;U;26/02/2016;28/01/2016;-29;;;;;0
123;PRECI-DECTA Groupe H;C843485-0001;SPACER;121266;5220;U;18/12/2015;28/01/2016;41;;;;;0
123;PRECI-DECTA Groupe H;E843485-0004;SPACER;121268;300;U;01/02/2016;28/01/2016;-4;;;;;0
158;METAL-X Traitements;B5760127-BILLEA;BILLE Ï 5.61;121265;;U;29/01/2016;28/01/2016;-1;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;121264;400000;U;28/01/2016;28/01/2016;0;;;;;0
158;METAL-X Traitements;C16970A;AXE SERTI AVEC ADPP;121274;118421;U;29/01/2016;29/01/2016;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121280;23400;U;29/01/2016;29/01/2016;0;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121270;1000;U;29/01/2016;29/01/2016;0;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121272;1000;U;29/01/2016;29/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121275;100000;U;29/01/2016;29/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121276;100000;U;29/01/2016;29/01/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121277;100000;U;29/01/2016;29/01/2016;0;;;;;0
1914;STTS;C16970A;AXE SERTI AVEC ADPP;121269;135347;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121271;1000;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121273;1000;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;121279;4500;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121278;4500;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121278;4500;U;29/01/2016;29/01/2016;0;;;;;0
2000;TTM;Y53041210006A;WELLE D15X100.5;121278;4500;U;29/01/2016;29/01/2016;0;;;;;0
158;METAL-X Traitements;C8912019624A;VIS ETAGEE;121283;49078;U;05/02/2016;01/02/2016;-4;;;;;0
159;SPO-MB'TEC SITE 1;C807677-0001A;CAM PIN;121290;62033;U;05/02/2016;01/02/2016;-4;;;;;0
176;HPO HUNGARY KFT;C805457-0005;SPACER;121289;110935;U;26/02/2016;01/02/2016;-25;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EB GENGAMMA Ï10.35 LG+0.8;121287;21600;U;01/02/2016;01/02/2016;0;1;;25;50;1
189;BODYCOTE CHANTELOUP;C807677-0001A;CAM PIN;121285;180000;U;03/02/2016;01/02/2016;-2;;;;;0
1301;Hacer Traitements de;C4256P018A;JAMBE STATOR;121281;1000;U;01/02/2016;01/02/2016;0;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121286;38100;U;05/02/2016;01/02/2016;-4;;;;;0
2000;TTM;C4256P018A;JAMBE STATOR;121282;1000;U;01/02/2016;01/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121284;9000;U;01/02/2016;01/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121284;9000;U;01/02/2016;01/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121284;9000;U;01/02/2016;01/02/2016;0;;;;;0
2000;TTM;Y54311210000A;WELLE D11X86.5;121284;9000;U;01/02/2016;01/02/2016;0;;;;;0
2003;TRAFILTECNO;A21400523CLAIR;FR10 Ï 5.23 FIL CLAIR;121288;19296;KG;04/02/2016;01/02/2016;-3;;;;;0
168;FAGERSTA STAINLESS;A10100450;X2CRNIMO17-12-2 Ï 4.50;121297;2826;KG;04/02/2016;02/02/2016;-2;;;;;0
1301;Hacer Traitements de;C43173-820A;CORPS DE VALVE TG1C-S;121292;38100;U;05/02/2016;02/02/2016;-3;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121293;100000;U;02/02/2016;02/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121294;100000;U;02/02/2016;02/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121295;99002;U;02/02/2016;02/02/2016;0;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121296;100000;U;02/02/2016;02/02/2016;0;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121291;4500;U;02/02/2016;02/02/2016;0;;;;;0
2000;TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;121291;4500;U;02/02/2016;02/02/2016;0;;;;;0
158;METAL-X Traitements;C5012923A;BOLT-SHOULDER;121310;1322;U;05/02/2016;03/02/2016;-2;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121298;18795;U;18/11/2015;03/02/2016;77;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121299;150000;U;28/01/2016;03/02/2016;6;;;;;0
176;HPO HUNGARY KFT;C805457-0004;SPACER;121299;80995;U;24/02/2016;03/02/2016;-21;;;;;0
1301;Hacer Traitements de;C554595100A;WELDING STUD 18 MM;121305;140000;U;05/02/2016;03/02/2016;-2;;;;;0
1301;Hacer Traitements de;C576045400A;STUD WELDING 21 MM;121300;100000;U;03/02/2016;03/02/2016;0;;;;;0
