RE_FOUR;FO_DESI;RE_ARTI;RE_DESI;RE_CODE;RE_QMOU;AR_UNIT;LA_DECH;RE_DMOU;XECART;NC;Alertes;Gravité;Réaction;Incident
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116641;4500;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116641;4500;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116641;3000;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116642;4500;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116642;4500;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116642;4500;U;11/04/2014;11/04/2014;0;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116642;4500;U;11/04/2014;11/04/2014;0;;;;;0
158;METAL-X;C180E-03A;AXE DE PINCE;116645;61277;U;11/04/2014;11/04/2014;0;;;;;0
158;METAL-X;C4256P018A;JAMBE STATOR;116644;1000;U;11/04/2014;11/04/2014;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116640;52400;U;15/04/2014;11/04/2014;-4;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116643;4500;U;18/04/2014;11/04/2014;-7;;;;;0
123;PRECI-DECTA;E810504-0016;SPACER;116625;40;U;07/04/2014;10/04/2014;3;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;116630;160000;U;10/04/2014;10/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116628;120000;U;10/04/2014;10/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116629;20000;U;10/04/2014;10/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;116627;80000;U;10/04/2014;10/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;Y807677-0001A;CAM PIN;116626;28000;U;10/04/2014;10/04/2014;0;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116636;37100;U;10/04/2014;10/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116632;209333;U;10/04/2014;10/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116633;246667;U;10/04/2014;10/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116634;250000;U;10/04/2014;10/04/2014;0;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116635;100000;U;11/04/2014;10/04/2014;-1;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116631;4500;U;11/04/2014;10/04/2014;-1;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116631;4500;U;11/04/2014;10/04/2014;-1;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116638;2400;U;21/04/2014;10/04/2014;-11;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116639;13500;U;23/04/2014;10/04/2014;-13;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116639;11500;U;21/05/2014;10/04/2014;-41;;;;;0
159;SPO-MB'TEC SITE 1;Y807677-0001A;CAM PIN;116637;27035;U;10/06/2014;10/04/2014;-61;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;116623;1401;KG;03/04/2014;09/04/2014;6;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;116624;7983;KG;03/04/2014;09/04/2014;6;;;;;0
1934;SEBIR;A20310650;20MNB4  Ï 6.50;116622;1894;KG;08/04/2014;09/04/2014;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116621;52400;U;09/04/2014;09/04/2014;0;;;;;0
1914;HACER STTS;C180E-03A;AXE DE PINCE;116614;61277;U;09/04/2014;09/04/2014;0;;;;;0
1301;HACER TS;C4256P018A;JAMBE STATOR;116615;1000;U;09/04/2014;09/04/2014;0;;;;;0
2000;HACER TTM;C4256P018A;JAMBE STATOR;116616;1000;U;09/04/2014;09/04/2014;0;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116617;3000;U;09/04/2014;09/04/2014;0;;;;;0
1914;HACER STTS;C16970A;AXE SERTI AVEC ADPP;116612;132536;U;11/04/2014;09/04/2014;-2;;;;;0
1914;HACER STTS;C270A198A;SHOULDER BOLT;116613;944;U;11/04/2014;09/04/2014;-2;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116619;4500;U;11/04/2014;09/04/2014;-2;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116618;4500;U;11/04/2014;09/04/2014;-2;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116620;4500;U;18/04/2014;09/04/2014;-9;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116608;1280;U;21/03/2014;08/04/2014;18;;;;;0
228;LÜLING;A20550720;35B2 Ï7.20;116605;2675;KG;03/04/2014;08/04/2014;0;;;;;0
228;LÜLING;A20801070;42CRMO4 Ï 10.70;116604;4009;KG;03/04/2014;08/04/2014;0;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;116602;7758;KG;03/04/2014;08/04/2014;5;;;;;0
230;SASA TREFIL'ALU;A00201066;6082 Ï 10.66;116603;3936;KG;03/04/2014;08/04/2014;5;;;;;0
123;PRECI-DECTA;E810504-0015;SPACER;116606;120;U;07/04/2014;08/04/2014;1;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116599;1500;U;08/04/2014;08/04/2014;0;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116601;37100;U;09/04/2014;08/04/2014;-1;;;;;0
2000;HACER TTM;B53041210006A;WELLE D15X100.5;116600;4500;U;11/04/2014;08/04/2014;-3;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116598;4500;U;11/04/2014;08/04/2014;-3;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116598;4500;U;11/04/2014;08/04/2014;-3;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116598;4500;U;11/04/2014;08/04/2014;-3;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116598;4500;U;11/04/2014;08/04/2014;-3;;;;;0
2000;HACER TTM;C0036A;EBAUCHE SHAFT LG85.22 X Ï8.65;116598;4500;U;11/04/2014;08/04/2014;-3;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116608;2300;U;21/04/2014;08/04/2014;-13;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116609;1485;U;21/04/2014;08/04/2014;-13;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116610;20000;U;23/04/2014;08/04/2014;-15;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116611;10000;U;23/04/2014;08/04/2014;-15;;;;;0
123;PRECI-DECTA;C432032-0039;DOWEL PIN;116607;710;U;24/04/2014;08/04/2014;-16;;;;;0
123;PRECI-DECTA;C810504-0004;SPACER;116596;10000;U;20/03/2014;07/04/2014;18;;;;;0
123;PRECI-DECTA;E810504-0014;SPACER;116589;500;U;01/04/2014;07/04/2014;6;;;;;0
1301;HACER TS;C4256P018A;JAMBE STATOR;116585;1000;U;07/04/2014;07/04/2014;0;;;;;0
1301;HACER TS;C576045300A;STUD WELDING 15 MM;116588;315353;U;07/04/2014;07/04/2014;0;;;;;0
2000;HACER TTM;C4256P018A;JAMBE STATOR;116586;1000;U;07/04/2014;07/04/2014;0;;;;;0
123;PRECI-DECTA;C805457-0003;SPACER;116595;10000;U;07/04/2014;07/04/2014;0;;;;;0
123;PRECI-DECTA;E826890-0001;SPACER;116590;500;U;07/04/2014;07/04/2014;0;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116587;37100;U;09/04/2014;07/04/2014;-2;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116591;37100;U;14/04/2014;07/04/2014;-7;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116592;37100;U;14/04/2014;07/04/2014;-7;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116593;37100;U;14/04/2014;07/04/2014;-7;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116594;30000;U;23/04/2014;07/04/2014;-16;;;;;0
123;PRECI-DECTA;C785119-0001;SPACER;116597;18000;U;22/05/2014;07/04/2014;-45;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116581;12300;U;04/04/2014;04/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116580;248000;U;04/04/2014;04/04/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116584;9000;U;04/04/2014;04/04/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116584;9000;U;04/04/2014;04/04/2014;0;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116583;4500;U;04/04/2014;04/04/2014;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116577;52400;U;08/04/2014;04/04/2014;4;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116582;37100;U;09/04/2014;04/04/2014;-5;;;;;0
178;BODYCOTE CHASSIEU;C43428-820BA;EBAUCHE GENGAMMA Ï10.35;116578;30700;U;10/04/2014;04/04/2014;6;;;;;0
178;BODYCOTE CHASSIEU;C43438-820BA;EBAUCHE GENGAMMA Ï10.35;116579;11200;U;10/04/2014;04/04/2014;-6;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116570;60000;U;03/04/2014;03/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116571;75000;U;03/04/2014;03/04/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;116572;60000;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116573;4500;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116573;4500;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116573;4500;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116574;4500;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116574;4500;U;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116574;4500;U;03/04/2014;03/04/2014;0;;;;;0
2003;TRAFILTECNO;A21400523CLAIR;FR10  Ï 5.23  FIL CLAIR;116569;9176;KG;03/04/2014;03/04/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116575;9000;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116575;9000;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116576;4500;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116576;4500;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116576;4500;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116576;4500;U;04/04/2014;03/04/2014;-1;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116576;4500;U;04/04/2014;03/04/2014;-1;;;;;0
123;PRECI-DECTA;C434563-1;PIN;116568;1000;U;18/02/2014;02/04/2014;43;;;;;0
1934;SEBIR;A21701800;C4C (1.0303)  Ï 18.00;116562;4193;KG;05/03/2014;02/04/2014;0;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116567;2410;U;21/03/2014;02/04/2014;12;;;;;0
123;PRECI-DECTA;E837157-0001;STEPPED PAD MONOBLOC;116561;1215;U;26/03/2014;02/04/2014;7;;;;;0
1301;HACER TS;C42817-800A;EB. DE CORPS DE VALVE TG1B-VW;116556;37004;U;02/04/2014;02/04/2014;0;;;;;0
1301;HACER TS;C554578900A;ENDBOLT;116558;101048;U;02/04/2014;02/04/2014;0;;;;;0
1301;HACER TS;C554578900A;ENDBOLT;116559;101048;U;02/04/2014;02/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116557;246667;U;02/04/2014;02/04/2014;0;;;;;0
158;METAL-X;C4256P018A;JAMBE STATOR;116563;1000;U;02/04/2014;02/04/2014;0;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;116564;1987;KG;03/04/2014;02/04/2014;-1;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;116565;2050;KG;03/04/2014;02/04/2014;-1;;;;;0
138;CONSTELLIUM;A00201065;6082 Ï 10.65;116566;5906;KG;03/04/2014;02/04/2014;-1;;;;;0
1914;HACER STTS;CR161-11A;VIS FREIN;116560;141060;U;04/04/2014;02/04/2014;-2;;;;;0
1301;HACER TS;C42817-800A;EB. DE CORPS DE VALVE TG1B-VW;116551;30396;U;01/04/2014;01/04/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116554;4500;U;01/04/2014;01/04/2014;0;;;;;0
1301;HACER TS;C554595100A;WELDING STUD 18 MM;116552;246667;U;02/04/2014;01/04/2014;-1;;;;;0
2000;HACER TTM;B5760127-BILLEA;BILLE Ï 5.61;116553;977333;U;04/04/2014;01/04/2014;-3;;;;;0
2000;HACER TTM;C762142-1/-2A;EBAUCHE SHAFT;116555;4500;U;04/04/2014;01/04/2014;-3;;;;;0
176;HPO HUNGARY KFT;C784975-0001;SPACER;116544;174151;U;14/01/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C784975-0001;SPACER;116544;23419;U;12/02/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C805457-0002;SPACER;116529;43795;U;12/02/2014;31/03/2014;0;;;;;0
123;PRECI-DECTA;C809204-0001A;ROLLER;116545;2545;U;21/02/2014;31/03/2014;38;;;;;0
176;HPO HUNGARY KFT;C805457-0002;SPACER;116529;53618;U;05/03/2014;31/03/2014;0;;;;;0
123;PRECI-DECTA;C810504-0004;SPACER;116546;10000;U;20/03/2014;31/03/2014;11;;;;;0
123;PRECI-DECTA;C785114-0001;SPACER;116548;16415;U;21/03/2014;31/03/2014;10;;;;;0
123;PRECI-DECTA;C805457-0003;SPACER;116549;15000;U;26/03/2014;31/03/2014;5;;;;;0
1301;HACER TS;C42817-800A;EB. DE CORPS DE VALVE TG1B-VW;116542;37004;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116541;4500;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116541;4500;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116541;4500;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116541;4500;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116540;4500;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116531;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116532;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116533;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116534;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116535;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116536;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116537;37000;U;31/03/2014;31/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116538;37000;U;31/03/2014;31/03/2014;0;;;;;0
2000;HACER TTM;B5760127-BILLEA;BILLE Ï 5.61;116528;672000;U;02/04/2014;31/03/2014;-2;;;;;0
57;CAUX;C02555U0001A;AXE SILBERFERGARD BLANC;116543;582667;U;03/04/2014;31/03/2014;-3;;;;;0
168;FAGERSTA;A10100450;X2CRNIMO17-12-2 Ï 4.50;116530;1966;KG;03/04/2014;31/03/2014;-3;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116539;9000;U;04/04/2014;31/03/2014;-4;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116539;9000;U;04/04/2014;31/03/2014;-4;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116539;9000;U;04/04/2014;31/03/2014;-4;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116550;31500;U;23/04/2014;31/03/2014;-23;;;;;0
123;PRECI-DECTA;C809204-0001A;ROLLER;116545;170;U;24/04/2014;31/03/2014;-24;;;;;0
123;PRECI-DECTA;C785119-0001;SPACER;116547;5000;U;22/05/2014;31/03/2014;-52;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116524;52400;U;28/03/2014;28/03/2014;0;;;;;0
1301;HACER TS;C42817-800A;EB. DE CORPS DE VALVE TG1B-VW;116517;37004;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116518;9000;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116519;9000;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116520;9000;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116521;9000;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116522;4500;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116523;4500;U;28/03/2014;28/03/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116523;4500;U;28/03/2014;28/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116525;37000;U;28/03/2014;28/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116526;37000;U;28/03/2014;28/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116527;37000;U;28/03/2014;28/03/2014;0;;;;;0
1301;HACER TS;C6060707A;STUD;116516;389212;U;31/03/2014;28/03/2014;-3;;;;;0
159;SPO-MB'TEC SITE 1;B779890RNO-0001;STEPPED PAD  (rondelle);116515;250000;U;24/03/2014;27/03/2014;3;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;116511;184000;U;27/03/2014;27/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116512;115000;U;27/03/2014;27/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116513;30000;U;27/03/2014;27/03/2014;0;;;;;0
1301;HACER TS;C4256P018A;JAMBE STATOR;116507;1000;U;27/03/2014;27/03/2014;0;;;;;0
2000;HACER TTM;B54311210000A;WELLE D11X86.5;116509;8300;U;27/03/2014;27/03/2014;0;;;;;0
2000;HACER TTM;C4256P018A;JAMBE STATOR;116508;1000;U;27/03/2014;27/03/2014;0;;;;;0
159;SPO-MB'TEC SITE 1;Y807677-0001A;CAM PIN;116514;16526;U;27/03/2014;27/03/2014;0;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116510;4500;U;28/03/2014;27/03/2014;-1;;;;;0
178;BODYCOTE CHASSIEU;C43462-820A;EBAUCHE CORPS DE VALVE TG1C;116506;10200;U;03/04/2014;27/03/2014;7;;;;;0
123;PRECI-DECTA;C809204-0001A;ROLLER;116502;3925;U;21/02/2014;26/03/2014;33;;;;;0
149;V.G.INDUSTRIE;B5760127-BILLEA;BILLE Ï 5.61;116490;440300;U;04/03/2014;26/03/2014;0;;;;;0
1934;SEBIR;A21701800;C4C (1.0303)  Ï 18.00;116488;2107;KG;05/03/2014;26/03/2014;0;;;;;0
1934;SEBIR;A21701800;C4C (1.0303)  Ï 18.00;116489;2111;KG;05/03/2014;26/03/2014;0;;;;;0
123;PRECI-DECTA;E829100-0001;SPACER;116499;100;U;10/03/2014;26/03/2014;16;;;;;0
123;PRECI-DECTA;C806433-0012A;SPACER PIN;116501;1470;U;18/03/2014;26/03/2014;8;;;;;0
123;PRECI-DECTA;C810504-0004;SPACER;116500;5000;U;20/03/2014;26/03/2014;6;;;;;0
123;PRECI-DECTA;C785114-0002;SPACER;116498;3650;U;21/03/2014;26/03/2014;5;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116496;37100;U;26/03/2014;26/03/2014;0;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116493;100000;U;26/03/2014;26/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116492;4500;U;26/03/2014;26/03/2014;0;;;;;0
123;PRECI-DECTA;C805457-0003;SPACER;116503;15000;U;26/03/2014;26/03/2014;0;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116494;100000;U;27/03/2014;26/03/2014;-1;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116495;100000;U;27/03/2014;26/03/2014;-1;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116497;52400;U;28/03/2014;26/03/2014;-2;;;;;0
2000;HACER TTM;CLg98A;EBAUCHE SHAFT L98 TR Ï16.06;116491;4500;U;28/03/2014;26/03/2014;-2;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116504;25000;U;23/04/2014;26/03/2014;-28;;;;;0
123;PRECI-DECTA;C785119-0001;SPACER;116505;10800;U;25/04/2014;26/03/2014;-30;;;;;0
123;PRECI-DECTA;C785119-0001;SPACER;116505;1600;U;22/05/2014;26/03/2014;-57;;;;;0
228;LÜLING;A20801370;42CRMO4 Ï 13.70;116486;7405;KG;05/03/2014;25/03/2014;0;;;;;0
228;LÜLING;A20550740;35B2 Ï 7.40;116487;1771;KG;06/03/2014;25/03/2014;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116484;31700;U;25/03/2014;25/03/2014;0;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116481;37100;U;25/03/2014;25/03/2014;0;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116482;100000;U;25/03/2014;25/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116483;4500;U;25/03/2014;25/03/2014;0;;;;;0
2000;HACER TTM;CLg92A;EBAUCHE SHAFT L92 TR Ï 16.06;116483;4500;U;25/03/2014;25/03/2014;0;;;;;0
158;METAL-X;C2NRM109A;RIVET;116480;380;U;25/03/2014;25/03/2014;0;;;;;0
178;BODYCOTE CHASSIEU;C43418-820BA;EBAUCHE GENGAMMA Ï10.35 LG+0.8;116485;34900;U;26/03/2014;25/03/2014;-1;;;;;0
158;METAL-X;C16970A;AXE SERTI AVEC ADPP;116479;249043;U;28/03/2014;25/03/2014;-3;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116472;37100;U;24/03/2014;24/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116473;37000;U;24/03/2014;24/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116474;37000;U;24/03/2014;24/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116475;37000;U;24/03/2014;24/03/2014;0;;;;;0
176;HPO HUNGARY KFT;C43173-820A;CORPS DE VALVE TG1C-S;116476;37000;U;24/03/2014;24/03/2014;0;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116467;100000;U;25/03/2014;24/03/2014;-1;;;;;0
1301;HACER TS;C576045400A;STUD WELDING 21 MM;116468;100000;U;25/03/2014;24/03/2014;-1;;;;;0
1301;HACER TS;C43173-820A;CORPS DE VALVE TG1C-S;116469;37100;U;28/03/2014;24/03/2014;-4;;;;;0
158;METAL-X;C61393K01A;VIS REGLAGE TALON;116470;448;U;28/03/2014;24/03/2014;-4;;;;;0
158;METAL-X;C61393K01A;VIS REGLAGE TALON;116471;332;U;28/03/2014;24/03/2014;-4;;;;;0
228;LÜLING;A20801070;42CRMO4 Ï 10.70;116455;8064;KG;05/03/2014;21/03/2014;0;;;;;0
228;LÜLING;Y20310680;20MNB4  Ï 6.80;116456;1009;KG;06/03/2014;21/03/2014;0;;;;;0
123;PRECI-DECTA;C810504-0004;SPACER;116463;2030;U;17/03/2014;21/03/2014;4;;;;;0
123;PRECI-DECTA;C805457-0002;SPACER;116466;34350;U;18/03/2014;21/03/2014;3;;;;;0
123;PRECI-DECTA;C810504-0004;SPACER;116463;10180;U;20/03/2014;21/03/2014;1;;;;;0
175;BODYCOTE CHANTELOUP;C778298-0001;PIN;116453;78100;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116450;29390;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116451;40000;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C779890-0001;STEPPED PAD (2 parties);116452;1;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C795340-0001;PAD;116454;74000;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;C809205-0002A;PAD;116448;15199;U;21/03/2014;21/03/2014;0;;;;;0
175;BODYCOTE CHANTELOUP;Y807677-0001A;CAM PIN;116449;30691;U;21/03/2014;21/03/2014;0;;;;;0
